Area,Pop_Change,Births,Deaths,Natural_Increase,Total_InMig,Total_OutMig,Total_NetMig,CB_InMig,CB_OutMig,CB_NetMig,Int_InMig,Int_OutMig,Int_NetMig,Year,Level,Birth_Death_Ratio,Migration_Share,CB_Share,Growth_Class
463 Reimarla,162.0,64.0,51.0,13.0,1267.0,1121.0,146.0,512.0,417.0,95.0,755.0,704.0,51.0,2014,sub_area,1.2549019607597078,0.9182389937049168,0.6506849315023926,Moderate Growth
464 Marttila,2.0,5.0,2.0,3.0,40.0,44.0,-4.0,12.0,8.0,4.0,28.0,36.0,-8.0,2014,sub_area,2.49999999875,0.5714285713469388,0.99999999975,Slight Growth
465 Pitäjänmäen yritysalue,46.0,45.0,22.0,23.0,749.0,720.0,29.0,229.0,283.0,-54.0,520.0,437.0,83.0,2014,sub_area,2.0454545453615705,0.5576923076815828,-1.862068965453032,Slight Growth
205 Kaarela,301.0,301.0,182.0,119.0,5200.0,5006.0,194.0,2054.0,1627.0,427.0,3146.0,3379.0,-233.0,2014,sub_area,1.6538461538370668,0.6198083067072849,2.201030927823706,Moderate Growth
331 Kannelmäki,126.0,138.0,115.0,23.0,2691.0,2579.0,112.0,1085.0,823.0,262.0,1606.0,1756.0,-150.0,2014,sub_area,1.1999999999895652,0.8296296296234843,2.3392857142648276,Moderate Growth
332 Maununneva,88.0,18.0,12.0,6.0,294.0,213.0,81.0,71.0,73.0,-2.0,223.0,140.0,83.0,2014,sub_area,1.499999999875,0.9310344827479191,-0.024691358024386524,Slight Growth
333 Malminkartano,42.0,114.0,40.0,74.0,1836.0,1864.0,-28.0,748.0,604.0,144.0,1088.0,1260.0,-172.0,2014,sub_area,2.8499999999287504,0.27450980391887736,5.14285714267347,Slight Growth
334 Hakuninmaa,50.0,28.0,15.0,13.0,374.0,337.0,37.0,149.0,121.0,28.0,225.0,216.0,9.0,2014,sub_area,1.8666666665422222,0.7399999999852,0.7567567567363039,Slight Growth
335 Kuninkaantammi,-5.0,3.0,0.0,3.0,5.0,13.0,-8.0,1.0,6.0,-5.0,4.0,7.0,-3.0,2014,sub_area,3000000000.0,0.7272727272066115,-0.624999999921875,Slight Decline
3 Keskinen suurpiiri,1629.0,932.0,720.0,212.0,23868.0,22589.0,1279.0,7418.0,5257.0,2161.0,16450.0,17332.0,-882.0,2014,major_district,1.2944444444426466,0.8578135479538177,1.689601250976005,Strong Growth
301 Kallio,660.0,253.0,177.0,76.0,8437.0,7976.0,461.0,2748.0,1849.0,899.0,5689.0,6127.0,-438.0,2014,sub_area,1.4293785310653708,0.8584729981362039,1.950108459865618,Strong Growth
101 Vilhonvuori,49.0,60.0,39.0,21.0,1961.0,1941.0,20.0,642.0,476.0,166.0,1319.0,1465.0,-146.0,2014,sub_area,1.5384615384220908,0.4878048780368828,8.299999999585,Slight Growth
102 Kalasatama,439.0,31.0,6.0,25.0,691.0,386.0,305.0,220.0,115.0,105.0,471.0,271.0,200.0,2014,sub_area,5.166666665805556,0.9242424242396236,0.3442622950808385,Moderate Growth
111 Siltasaari,53.0,33.0,2.0,31.0,623.0,604.0,19.0,194.0,113.0,81.0,429.0,491.0,-62.0,2014,sub_area,16.49999999175,0.37999999999240003,4.2631578945124655,Slight Growth
112 Linjat,58.0,68.0,92.0,-24.0,2776.0,2698.0,78.0,922.0,621.0,301.0,1854.0,2077.0,-223.0,2014,sub_area,0.7391304347745746,0.764705882345444,3.858974358924885,Slight Growth
113 Torkkelinmäki,61.0,61.0,38.0,23.0,2386.0,2347.0,39.0,770.0,524.0,246.0,1616.0,1823.0,-207.0,2014,sub_area,1.6052631578524932,0.6290322580543705,6.307692307530573,Slight Growth
302 Alppiharju,-303.0,76.0,114.0,-38.0,3608.0,3870.0,-262.0,1247.0,871.0,376.0,2361.0,2999.0,-638.0,2014,sub_area,0.6666666666608186,0.8733333333304223,1.4351145038113164,Moderate Decline
121 Harju,-184.0,44.0,75.0,-31.0,2350.0,2497.0,-147.0,829.0,555.0,274.0,1521.0,1942.0,-421.0,2014,sub_area,0.5866666666588444,0.825842696624574,1.8639455782186127,Moderate Decline
122 Alppila,-119.0,32.0,39.0,-7.0,1258.0,1373.0,-115.0,418.0,316.0,102.0,840.0,1057.0,-217.0,2014,sub_area,0.8205128204917818,0.9426229508119457,0.8869565217314177,Moderate Decline
303 Vallila,704.0,190.0,111.0,79.0,4254.0,3655.0,599.0,1291.0,859.0,432.0,2963.0,2796.0,167.0,2014,sub_area,1.7117117116962908,0.883480825957399,0.7212020033376941,Strong Growth
211 Hermanninmäki,241.0,74.0,48.0,26.0,1380.0,1190.0,190.0,351.0,277.0,74.0,1029.0,913.0,116.0,2014,sub_area,1.5416666666345487,0.8796296296255574,0.3894736842084765,Moderate Growth
213 Kyläsaari,93.0,0.0,0.0,0.0,210.0,118.0,92.0,118.0,46.0,72.0,92.0,72.0,20.0,2014,sub_area,0.0,0.9999999999891304,0.7826086956436673,Slight Growth
220 Vallila,370.0,116.0,63.0,53.0,2664.0,2347.0,317.0,822.0,536.0,286.0,1842.0,1811.0,31.0,2014,sub_area,1.8412698412406148,0.8567567567544412,0.9022082018898985,Moderate Growth
304 Pasila,-2.0,89.0,77.0,12.0,2140.0,2155.0,-15.0,726.0,552.0,174.0,1414.0,1603.0,-189.0,2014,sub_area,1.1558441558291448,0.5555555555349794,11.599999999226666,Slight Decline
171 Länsi-Pasila,-2.0,47.0,34.0,13.0,1097.0,1113.0,-16.0,406.0,326.0,80.0,691.0,787.0,-96.0,2014,sub_area,1.3823529411358133,0.5517241379120095,4.9999999996875,Slight Decline
173 Itä-Pasila,-2.0,40.0,41.0,-1.0,993.0,994.0,-1.0,311.0,219.0,92.0,682.0,775.0,-93.0,2014,sub_area,0.9756097560737657,0.49999999975,91.99999990799999,Slight Decline
174 Keski-Pasila,2.0,2.0,2.0,0.0,50.0,48.0,2.0,9.0,7.0,2.0,41.0,41.0,0.0,2014,sub_area,0.9999999995,0.9999999995,0.9999999995,Slight Growth
305 Vanhakaupunki,570.0,324.0,241.0,83.0,5429.0,4933.0,496.0,1406.0,1126.0,280.0,4023.0,3807.0,216.0,2014,sub_area,1.3443983402433843,0.8566493955080197,0.5645161290311199,Strong Growth
231 Toukola,9.0,18.0,19.0,-1.0,307.0,297.0,10.0,90.0,78.0,12.0,217.0,219.0,-2.0,2014,sub_area,0.9473684210027701,0.9090909090082645,1.19999999988,Slight Growth
232 Arabianranta,308.0,104.0,23.0,81.0,1727.0,1497.0,230.0,412.0,358.0,54.0,1315.0,1139.0,176.0,2014,sub_area,4.521739130238185,0.7395498392259179,0.23478260869463138,Moderate Growth
240 Kumpula,-92.0,37.0,18.0,19.0,984.0,1092.0,-108.0,303.0,223.0,80.0,681.0,869.0,-188.0,2014,sub_area,2.055555555441358,0.8503937007807055,0.740740740733882,Slight Decline
250 Käpylä,374.0,121.0,136.0,-15.0,1656.0,1267.0,389.0,373.0,244.0,129.0,1283.0,1023.0,260.0,2014,sub_area,0.8897058823463992,0.9628712871263295,0.3316195372742118,Moderate Growth
260 Koskela,-19.0,28.0,43.0,-15.0,607.0,609.0,-2.0,198.0,168.0,30.0,409.0,441.0,-32.0,2014,sub_area,0.6511627906825311,0.117647058816609,14.9999999925,Slight Decline
270 Vanhakaupunki,-10.0,16.0,2.0,14.0,148.0,171.0,-23.0,30.0,55.0,-25.0,118.0,116.0,2.0,2014,sub_area,7.999999996,0.6216216216048212,-1.0869565216918715,Slight Decline
4 Pohjoinen suurpiiri,421.0,418.0,317.0,101.0,6120.0,5818.0,302.0,1513.0,1454.0,59.0,4607.0,4364.0,243.0,2014,major_district,1.318611987377544,0.7493796526035996,0.19536423840994913,Moderate Growth
401 Maunula,254.0,98.0,114.0,-16.0,1715.0,1445.0,270.0,327.0,277.0,50.0,1388.0,1168.0,220.0,2014,sub_area,0.8596491227994767,0.9440559440526431,0.18518518518449933,Moderate Growth
281 Pirkkola,-4.0,2.0,1.0,1.0,37.0,41.0,-4.0,8.0,8.0,0.0,29.0,33.0,-4.0,2014,sub_area,1.9999999979999998,0.79999999984,0.0,Slight Decline
282 Maunula,254.0,92.0,107.0,-15.0,1502.0,1230.0,272.0,263.0,229.0,34.0,1239.0,1001.0,238.0,2014,sub_area,0.8598130841041138,0.9477351916343285,0.12499999999954045,Moderate Growth
283 Metsälä,4.0,4.0,6.0,-2.0,176.0,174.0,2.0,56.0,40.0,16.0,120.0,134.0,-14.0,2014,sub_area,0.6666666665555555,0.499999999875,7.999999996,Slight Growth
402 Länsi-Pakila,71.0,52.0,39.0,13.0,730.0,674.0,56.0,185.0,186.0,-1.0,545.0,488.0,57.0,2014,sub_area,1.3333333332991455,0.8115942028867884,-0.01785714285682398,Slight Growth
341 Länsi-Pakila,71.0,52.0,39.0,13.0,730.0,674.0,56.0,185.0,186.0,-1.0,545.0,488.0,57.0,2014,sub_area,1.3333333332991455,0.8115942028867884,-0.01785714285682398,Slight Growth
403 Tuomarinkylä,-29.0,91.0,35.0,56.0,848.0,938.0,-90.0,177.0,237.0,-60.0,671.0,701.0,-30.0,2014,sub_area,2.5999999999257146,0.6164383561601614,-0.6666666666592592,Slight Decline
351 Paloheinä,-56.0,56.0,27.0,29.0,545.0,635.0,-90.0,112.0,158.0,-46.0,433.0,477.0,-44.0,2014,sub_area,2.0740740739972563,0.7563025210020479,-0.5111111111054321,Slight Decline
352 Torpparinmäki,26.0,35.0,8.0,27.0,301.0,302.0,-1.0,64.0,79.0,-15.0,237.0,223.0,14.0,2014,sub_area,4.374999999453125,0.035714285713010205,-14.999999984999999,Slight Growth
354 Haltiala,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2014,sub_area,0.0,0.9999999989999999,0.9999999989999999,Slight Growth
404 Oulunkylä,76.0,144.0,103.0,41.0,2391.0,2363.0,28.0,721.0,663.0,58.0,1670.0,1700.0,-30.0,2014,sub_area,1.398058252413611,0.4057971014433942,2.0714285713545917,Slight Growth
284 Patola,86.0,86.0,76.0,10.0,1685.0,1616.0,69.0,507.0,457.0,50.0,1178.0,1159.0,19.0,2014,sub_area,1.1315789473535318,0.8734177215079314,0.7246376811489182,Slight Growth
285 Veräjämäki,-2.0,33.0,22.0,11.0,478.0,491.0,-13.0,153.0,125.0,28.0,325.0,366.0,-41.0,2014,sub_area,1.499999999931818,0.5416666666440972,2.1538461536804734,Slight Decline
287 Veräjälaakso,-8.0,25.0,5.0,20.0,228.0,256.0,-28.0,61.0,81.0,-20.0,167.0,175.0,-8.0,2014,sub_area,4.999999999,0.5833333333211806,-0.714285714260204,Slight Decline
405 Itä-Pakila,49.0,33.0,26.0,7.0,436.0,398.0,38.0,103.0,91.0,12.0,333.0,307.0,26.0,2014,sub_area,1.2692307691819527,0.8444444444256791,0.3157894736759003,Slight Growth
342 Itä-Pakila,38.0,29.0,24.0,5.0,394.0,365.0,29.0,95.0,80.0,15.0,299.0,285.0,14.0,2014,sub_area,1.2083333332829862,0.8529411764455018,0.5172413792925089,Slight Growth
353 Tuomarinkartano,11.0,4.0,2.0,2.0,42.0,33.0,9.0,8.0,11.0,-3.0,34.0,22.0,12.0,2014,sub_area,1.999999999,0.8181818181074381,-0.3333333332962963,Slight Growth
5 Koillinen suurpiiri,686.0,1243.0,693.0,550.0,16710.0,16619.0,91.0,5090.0,4710.0,380.0,11620.0,11909.0,-289.0,2014,major_district,1.7936507936482053,0.1419656786269236,4.1758241757782875,Strong Growth
501 Latokartano,471.0,395.0,148.0,247.0,4930.0,4700.0,230.0,1542.0,1276.0,266.0,3388.0,3424.0,-36.0,2014,sub_area,2.6689189189008857,0.4821802935000374,1.1565217391254066,Moderate Growth
361 Viikinranta,38.0,38.0,2.0,36.0,214.0,212.0,2.0,34.0,44.0,-10.0,180.0,168.0,12.0,2014,sub_area,18.9999999905,0.05263157894598339,-4.9999999975,Slight Growth
362 Latokartano,131.0,179.0,30.0,149.0,1803.0,1817.0,-14.0,491.0,463.0,28.0,1312.0,1354.0,-42.0,2014,sub_area,5.966666666467778,0.08588957055162032,1.999999999857143,Moderate Growth
363 Viikin tiedepuisto,84.0,12.0,1.0,11.0,700.0,626.0,74.0,327.0,212.0,115.0,373.0,414.0,-41.0,2014,sub_area,11.999999987999999,0.8705882352838754,1.5540540540330532,Slight Growth
364 Viikinmäki,255.0,38.0,6.0,32.0,496.0,273.0,223.0,79.0,83.0,-4.0,417.0,190.0,227.0,2014,sub_area,6.333333332277777,0.8745098039181393,-0.017937219730861268,Moderate Growth
383 Pihlajamäki,8.0,104.0,83.0,21.0,1382.0,1400.0,-18.0,499.0,366.0,133.0,883.0,1034.0,-151.0,2014,sub_area,1.2530120481776745,0.46153846152662725,7.388888888478395,Slight Growth
386 Pihlajisto,-45.0,24.0,26.0,-2.0,335.0,372.0,-37.0,112.0,108.0,4.0,223.0,264.0,-41.0,2014,sub_area,0.9230769230414201,0.9487179486936227,0.10810810810518627,Slight Decline
502 Pukinmäki,-5.0,107.0,89.0,18.0,1469.0,1491.0,-22.0,530.0,469.0,61.0,939.0,1022.0,-83.0,2014,sub_area,1.2022471909977275,0.54999999998625,2.7727272726012395,Slight Decline
370 Pukinmäki,-5.0,107.0,89.0,18.0,1469.0,1491.0,-22.0,530.0,469.0,61.0,939.0,1022.0,-83.0,2014,sub_area,1.2022471909977275,0.54999999998625,2.7727272726012395,Slight Decline
503 Malmi,187.0,313.0,209.0,104.0,4530.0,4461.0,69.0,1237.0,1240.0,-3.0,3293.0,3221.0,72.0,2014,sub_area,1.497607655495227,0.39884393063353274,-0.043478260868935095,Moderate Growth
381 Ylä-Malmi,35.0,83.0,72.0,11.0,1399.0,1387.0,12.0,377.0,382.0,-5.0,1022.0,1005.0,17.0,2014,sub_area,1.152777777761767,0.5217391304120983,-0.41666666663194446,Slight Growth
382 Ala-Malmi,12.0,56.0,55.0,1.0,1018.0,1008.0,10.0,288.0,279.0,9.0,730.0,729.0,1.0,2014,sub_area,1.0181818181633058,0.9090909090082645,0.89999999991,Slight Growth
384 Tattariharju,-3.0,0.0,0.0,0.0,2.0,5.0,-3.0,0.0,2.0,-2.0,2.0,3.0,-1.0,2014,sub_area,0.0,0.9999999996666666,-0.6666666664444444,Slight Decline
385 Malmin lentokenttä,29.0,33.0,8.0,25.0,312.0,308.0,4.0,76.0,86.0,-10.0,236.0,222.0,14.0,2014,sub_area,4.124999999484375,0.13793103447800237,-2.499999999375,Slight Growth
391 Tapaninvainio,94.0,78.0,47.0,31.0,878.0,808.0,70.0,227.0,247.0,-20.0,651.0,561.0,90.0,2014,sub_area,1.6595744680497964,0.693069306923831,-0.2857142857102041,Slight Growth
392 Tapanila,20.0,63.0,27.0,36.0,921.0,945.0,-24.0,269.0,244.0,25.0,652.0,701.0,-49.0,2014,sub_area,2.3333333332469137,0.39999999999333335,1.041666666623264,Slight Growth
504 Suutarila,162.0,113.0,64.0,49.0,1691.0,1608.0,83.0,489.0,455.0,34.0,1202.0,1153.0,49.0,2014,sub_area,1.765624999972412,0.6287878787831153,0.40963855421193207,Moderate Growth
401 Siltamäki,117.0,72.0,53.0,19.0,1345.0,1251.0,94.0,404.0,344.0,60.0,941.0,907.0,34.0,2014,sub_area,1.358490566012104,0.8318584070722844,0.6382978723336351,Moderate Growth
403 Töyrynummi,45.0,41.0,11.0,30.0,346.0,357.0,-11.0,85.0,111.0,-26.0,261.0,246.0,15.0,2014,sub_area,3.7272727269338843,0.2682926829202856,-2.3636363634214876,Slight Growth
505 Puistola,242.0,239.0,117.0,122.0,3202.0,3088.0,114.0,1011.0,981.0,30.0,2191.0,2107.0,84.0,2014,sub_area,2.042735042717583,0.4830508474555803,0.2631578947345337,Moderate Growth
402 Tapulikaupunki,-130.0,121.0,72.0,49.0,1553.0,1734.0,-181.0,547.0,553.0,-6.0,1006.0,1181.0,-175.0,2014,sub_area,1.6805555555322145,0.786956521735709,-0.03314917127053509,Moderate Decline
411 Puistola,94.0,67.0,29.0,38.0,841.0,790.0,51.0,231.0,216.0,15.0,610.0,574.0,36.0,2014,sub_area,2.31034482750654,0.57303370785873,0.29411764705305654,Slight Growth
412 Heikinlaakso,-4.0,32.0,15.0,17.0,392.0,411.0,-19.0,142.0,160.0,-18.0,250.0,251.0,-1.0,2014,sub_area,2.133333333191111,0.5277777777631173,-0.9473684210027701,Slight Decline
413 Tattarisuo,-4.0,0.0,0.0,0.0,3.0,7.0,-4.0,3.0,4.0,-1.0,0.0,3.0,-3.0,2014,sub_area,0.0,0.99999999975,-0.2499999999375,Slight Decline
415 Alppikylä,286.0,19.0,1.0,18.0,413.0,146.0,267.0,88.0,48.0,40.0,325.0,98.0,227.0,2014,sub_area,18.999999981,0.9368421052598708,0.1498127340818359,Moderate Growth
506 Jakomäki,-371.0,76.0,66.0,10.0,888.0,1271.0,-383.0,281.0,289.0,-8.0,607.0,982.0,-375.0,2014,sub_area,1.1515151514977042,0.9745547073766551,-0.02088772845947549,Moderate Decline
414 Jakomäki,-371.0,76.0,66.0,10.0,888.0,1271.0,-383.0,281.0,289.0,-8.0,607.0,982.0,-375.0,2014,sub_area,1.1515151514977042,0.9745547073766551,-0.02088772845947549,Moderate Decline
6 Kaakkoinen suurpiiri,363.0,554.0,440.0,114.0,8508.0,8272.0,236.0,2172.0,1838.0,334.0,6336.0,6434.0,-98.0,2014,major_district,1.2590909090880475,0.6742857142837878,1.4152542372821388,Moderate Growth
601 Kulosaari,29.0,39.0,41.0,-2.0,804.0,774.0,30.0,197.0,167.0,30.0,607.0,607.0,0.0,2014,sub_area,0.9512195121719216,0.9374999999707032,0.9999999999666667,Slight Growth
190 Mustikkamaa-Korkeas.,3.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,5.0,2.0,3.0,2014,sub_area,0.0,0.9999999996666666,0.0,Slight Growth
420 Kulosaari,26.0,39.0,41.0,-2.0,799.0,772.0,27.0,197.0,167.0,30.0,602.0,605.0,-3.0,2014,sub_area,0.9512195121719216,0.931034482726516,1.1111111110699587,Slight Growth
602 Herttoniemi,312.0,325.0,242.0,83.0,5316.0,5084.0,232.0,1328.0,1133.0,195.0,3988.0,3951.0,37.0,2014,sub_area,1.3429752066060208,0.7365079365055984,0.8405172413756875,Moderate Growth
431 Länsi-Herttoniemi,94.0,91.0,81.0,10.0,1824.0,1742.0,82.0,412.0,363.0,49.0,1412.0,1379.0,33.0,2014,sub_area,1.1234567901095869,0.8913043478163988,0.5975609756024688,Slight Growth
432 Roihuvuori,-24.0,91.0,96.0,-5.0,1366.0,1383.0,-17.0,375.0,340.0,35.0,991.0,1043.0,-52.0,2014,sub_area,0.9479166666567925,0.7727272726921488,2.0588235292906574,Slight Decline
433 Herttoniemen yritysalu,193.0,7.0,3.0,4.0,335.0,145.0,190.0,109.0,39.0,70.0,226.0,106.0,120.0,2014,sub_area,2.3333333325555556,0.9793814432939207,0.3684210526296399,Moderate Growth
434 Herttoniemenranta,89.0,116.0,37.0,79.0,1548.0,1536.0,12.0,377.0,336.0,41.0,1171.0,1200.0,-29.0,2014,sub_area,3.135135135050402,0.13186813186668275,3.4166666663819445,Slight Growth
440 Tammisalo,-40.0,20.0,25.0,-5.0,243.0,278.0,-35.0,55.0,55.0,0.0,188.0,223.0,-35.0,2014,sub_area,0.799999999968,0.874999999978125,0.0,Slight Decline
603 Laajasalo,22.0,190.0,157.0,33.0,2388.0,2414.0,-26.0,647.0,538.0,109.0,1741.0,1876.0,-135.0,2014,sub_area,1.2101910827948397,0.4406779660942258,4.19230769214645,Slight Growth
480 Vartiosaari,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2014,sub_area,0.0,0.9999999989999999,0.9999999989999999,Slight Growth
491 Yliskylä,46.0,117.0,134.0,-17.0,1628.0,1577.0,51.0,440.0,344.0,96.0,1188.0,1233.0,-45.0,2014,sub_area,0.8731343283516931,0.7499999999889706,1.8823529411395619,Slight Growth
492 Jollas,3.0,35.0,10.0,25.0,395.0,418.0,-23.0,100.0,81.0,19.0,295.0,337.0,-42.0,2014,sub_area,3.49999999965,0.47916666665668406,0.8260869564858223,Slight Growth
493 Tullisaari,-3.0,1.0,0.0,1.0,1.0,5.0,-4.0,1.0,4.0,-3.0,0.0,1.0,-1.0,2014,sub_area,999999999.9999999,0.79999999984,-0.7499999998125,Slight Decline
494 Kruunuvuorenranta,4.0,3.0,5.0,-2.0,43.0,37.0,6.0,16.0,11.0,5.0,27.0,26.0,1.0,2014,sub_area,0.59999999988,0.74999999990625,0.8333333331944445,Slight Growth
495 Hevossalmi,-10.0,21.0,8.0,13.0,191.0,217.0,-26.0,33.0,42.0,-9.0,158.0,175.0,-17.0,2014,sub_area,2.624999999671875,0.6666666666495727,-0.3461538461405325,Slight Decline
500 Villinki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,sub_area,0.0,0.0,0.0,Slight Decline
510 Santahamina,-19.0,13.0,0.0,13.0,129.0,160.0,-31.0,56.0,56.0,0.0,73.0,104.0,-31.0,2014,sub_area,13000000000.0,0.7045454545294422,0.0,Slight Decline
532 Itäsaaret,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,sub_area,0.0,0.0,0.0,Slight Decline
7 Itäinen suurpiiri,1352.0,1233.0,909.0,324.0,18611.0,17608.0,1003.0,5208.0,4058.0,1150.0,13403.0,13550.0,-147.0,2014,major_district,1.3564356435628642,0.7558402411448712,1.1465603190417282,Strong Growth
701 Vartiokylä,153.0,228.0,252.0,-24.0,3749.0,3570.0,179.0,1050.0,838.0,212.0,2699.0,2732.0,-33.0,2014,sub_area,0.9047619047583145,0.8817733990104346,1.184357541892825,Moderate Growth
451 Vartioharju,-37.0,61.0,44.0,17.0,693.0,751.0,-58.0,141.0,175.0,-34.0,552.0,576.0,-24.0,2014,sub_area,1.3863636363321281,0.7733333333230222,-0.5862068965416172,Slight Decline
452 Puotila,86.0,56.0,83.0,-27.0,1050.0,931.0,119.0,328.0,214.0,114.0,722.0,717.0,5.0,2014,sub_area,0.674698795172594,0.8150684931451023,0.9579831932692606,Slight Growth
453 Puotinharju,78.0,39.0,56.0,-17.0,931.0,838.0,93.0,274.0,183.0,91.0,657.0,655.0,2.0,2014,sub_area,0.6964285714161352,0.8454545454468595,0.9784946236453925,Slight Growth
455 Marjaniemi,13.0,12.0,11.0,1.0,179.0,166.0,13.0,44.0,48.0,-4.0,135.0,118.0,17.0,2014,sub_area,1.0909090908099173,0.928571428505102,-0.30769230766863903,Slight Growth
456 Roihupelto,6.0,0.0,0.0,0.0,9.0,3.0,6.0,2.0,0.0,2.0,7.0,3.0,4.0,2014,sub_area,0.0,0.9999999998333333,0.33333333327777775,Slight Growth
457 Itäkeskus,7.0,60.0,58.0,2.0,887.0,881.0,6.0,261.0,218.0,43.0,626.0,663.0,-37.0,2014,sub_area,1.0344827586028538,0.74999999990625,7.166666665472222,Slight Growth
702 Myllypuro,680.0,135.0,104.0,31.0,2459.0,1808.0,651.0,514.0,383.0,131.0,1945.0,1425.0,520.0,2014,sub_area,1.2980769230644416,0.9545454545440549,0.20122887864792438,Strong Growth
454 Myllypuro,680.0,135.0,104.0,31.0,2459.0,1808.0,651.0,514.0,383.0,131.0,1945.0,1425.0,520.0,2014,sub_area,1.2980769230644416,0.9545454545440549,0.20122887864792438,Strong Growth
703 Mellunkylä,240.0,416.0,312.0,104.0,6130.0,6014.0,116.0,1935.0,1435.0,500.0,4195.0,4579.0,-384.0,2014,sub_area,1.3333333333290598,0.5272727272703306,4.310344827549049,Moderate Growth
471 Kontula,123.0,147.0,150.0,-3.0,2152.0,2033.0,119.0,617.0,441.0,176.0,1535.0,1592.0,-57.0,2014,sub_area,0.9799999999934668,0.9754098360575786,1.4789915966262268,Moderate Growth
472 Vesala,67.0,98.0,46.0,52.0,1202.0,1187.0,15.0,372.0,309.0,63.0,830.0,878.0,-48.0,2014,sub_area,2.130434782562382,0.22388059701158386,4.19999999972,Slight Growth
473 Mellunmäki,-2.0,86.0,87.0,-1.0,1230.0,1241.0,-11.0,366.0,309.0,57.0,864.0,932.0,-68.0,2014,sub_area,0.9885057471150746,0.9166666665902777,5.181818181347108,Slight Decline
474 Kivikko,48.0,54.0,10.0,44.0,951.0,944.0,7.0,343.0,223.0,120.0,608.0,721.0,-113.0,2014,sub_area,5.39999999946,0.13725490195809306,17.142857140408164,Slight Growth
475 Kurkimäki,4.0,31.0,19.0,12.0,595.0,609.0,-14.0,237.0,153.0,84.0,358.0,456.0,-98.0,2014,sub_area,1.6315789472825484,0.5384615384408284,5.999999999571428,Slight Growth
704 Vuosaari,279.0,454.0,241.0,213.0,6273.0,6216.0,57.0,1709.0,1402.0,307.0,4564.0,4814.0,-250.0,2014,sub_area,1.8838174273780754,0.21111111111032924,5.385964912186211,Moderate Growth
541 Keski-Vuosaari,-13.0,147.0,131.0,16.0,1995.0,2045.0,-50.0,513.0,462.0,51.0,1482.0,1583.0,-101.0,2014,sub_area,1.1221374045715868,0.7575757575642791,1.0199999999796001,Slight Decline
542 Nordsjön kartano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,sub_area,0.0,0.0,0.0,Slight Decline
543 Uutela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,sub_area,0.0,0.0,0.0,Slight Decline
544 Meri-Rastila,-19.0,63.0,21.0,42.0,979.0,1042.0,-63.0,350.0,247.0,103.0,629.0,795.0,-166.0,2014,sub_area,2.9999999998571427,0.5999999999942857,1.6349206348946839,Slight Decline
545 Kallahti,32.0,98.0,37.0,61.0,1282.0,1312.0,-30.0,374.0,254.0,120.0,908.0,1058.0,-150.0,2014,sub_area,2.6486486485770637,0.3296703296667069,3.9999999998666667,Slight Growth
546 Aurinkolahti,301.0,109.0,30.0,79.0,1470.0,1247.0,223.0,372.0,328.0,44.0,1098.0,919.0,179.0,2014,sub_area,3.633333333212222,0.738410596024045,0.19730941703947397,Moderate Growth
547 Rastila,-3.0,37.0,22.0,15.0,547.0,569.0,-22.0,100.0,110.0,-10.0,447.0,459.0,-12.0,2014,sub_area,1.6818181817417355,0.5945945945785245,-0.4545454545247934,Slight Decline
548 Niinisaari,-19.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,2014,sub_area,0.0,0.9999999989999999,-0.9999999989999999,Slight Decline
8 Östersundomin suurpiiri,-31.0,11.0,8.0,3.0,155.0,163.0,-8.0,62.0,70.0,-8.0,93.0,93.0,0.0,2014,major_district,1.374999999828125,0.7272727272066115,-0.999999999875,Slight Decline
801 Östersundom,-31.0,11.0,8.0,3.0,155.0,163.0,-8.0,62.0,70.0,-8.0,93.0,93.0,0.0,2014,sub_area,1.374999999828125,0.7272727272066115,-0.999999999875,Slight Decline
550 Östersundom,-9.0,5.0,5.0,0.0,44.0,53.0,-9.0,29.0,17.0,12.0,15.0,36.0,-21.0,2014,sub_area,0.9999999998,0.9999999998888889,1.333333333185185,Slight Decline
560 Salmenkallio,-7.0,0.0,1.0,-1.0,2.0,4.0,-2.0,1.0,4.0,-3.0,1.0,0.0,1.0,2014,sub_area,0.0,0.6666666664444444,-1.49999999925,Slight Decline
570 Talosaari,-25.0,0.0,0.0,0.0,2.0,6.0,-4.0,0.0,4.0,-4.0,2.0,2.0,0.0,2014,sub_area,0.0,0.99999999975,-0.99999999975,Slight Decline
580 Karhusaari,14.0,3.0,0.0,3.0,38.0,26.0,12.0,12.0,12.0,0.0,26.0,14.0,12.0,2014,sub_area,3000000000.0,0.7999999999466667,0.0,Slight Growth
