Area,Pop_Change,Births,Deaths,Natural_Increase,Total_InMig,Total_OutMig,Total_NetMig,CB_InMig,CB_OutMig,CB_NetMig,Int_InMig,Int_OutMig,Int_NetMig,Year,Level,Birth_Death_Ratio,Migration_Share,CB_Share,Growth_Class
Koko Helsinki,6718.0,6533.0,4957.0,1576.0,124864.0,119700.0,5164.0,37280.0,32116.0,5164.0,87584.0,87584.0,0.0,2009,city,1.3179342344157114,0.7661721068248121,0.9999999999998063,Strong Growth
1 Eteläinen suurpiiri,1625.0,1189.0,657.0,532.0,24431.0,23295.0,1136.0,8297.0,6313.0,1984.0,16134.0,16982.0,-848.0,2009,major_district,1.809741248094658,0.6810551558748914,1.7464788732378993,Strong Growth
101 Vironniemi,45.0,128.0,83.0,45.0,2762.0,2764.0,-2.0,903.0,685.0,218.0,1859.0,2079.0,-220.0,2009,sub_area,1.5421686746802148,0.04255319148845632,108.9999999455,Slight Growth
010 Kruununhaka,-1.0,73.0,47.0,26.0,1737.0,1761.0,-24.0,607.0,411.0,196.0,1130.0,1350.0,-220.0,2009,sub_area,1.5531914893286556,0.47999999999040005,8.166666666326389,Slight Decline
020 Kluuvi,48.0,7.0,2.0,5.0,160.0,118.0,42.0,51.0,32.0,19.0,109.0,86.0,23.0,2009,sub_area,3.49999999825,0.8936170212575827,0.45238095237018144,Slight Growth
080 Katajanokka,-2.0,48.0,34.0,14.0,865.0,885.0,-20.0,245.0,242.0,3.0,620.0,643.0,-23.0,2009,sub_area,1.4117647058408307,0.588235294100346,0.1499999999925,Slight Decline
102 Ullanlinna,426.0,253.0,142.0,111.0,6332.0,6003.0,329.0,1989.0,1456.0,533.0,4343.0,4547.0,-204.0,2009,sub_area,1.7816901408325234,0.7477272727255734,1.6200607902686321,Moderate Growth
030 Kaartinkaupunki,74.0,4.0,7.0,-3.0,301.0,225.0,76.0,100.0,45.0,55.0,201.0,180.0,21.0,2009,sub_area,0.5714285713469388,0.9620253164435186,0.7236842105167935,Slight Growth
050 Punavuori,101.0,93.0,55.0,38.0,2406.0,2334.0,72.0,781.0,555.0,226.0,1625.0,1779.0,-154.0,2009,sub_area,1.6909090908783473,0.6545454545395041,3.138888888845293,Moderate Growth
060 Eira,26.0,12.0,6.0,6.0,274.0,254.0,20.0,88.0,67.0,21.0,186.0,187.0,-1.0,2009,sub_area,1.9999999996666666,0.7692307692011834,1.0499999999475,Slight Growth
070 Ullanlinna,137.0,118.0,59.0,59.0,2748.0,2664.0,84.0,849.0,656.0,193.0,1899.0,2008.0,-109.0,2009,sub_area,1.9999999999661018,0.5874125874084797,2.297619047591695,Moderate Growth
090 Kaivopuisto,-4.0,4.0,3.0,1.0,71.0,75.0,-4.0,26.0,22.0,4.0,45.0,53.0,-8.0,2009,sub_area,1.3333333328888888,0.79999999984,0.99999999975,Slight Decline
204 Munkkisaari,90.0,13.0,7.0,6.0,394.0,313.0,81.0,129.0,94.0,35.0,265.0,219.0,46.0,2009,sub_area,1.857142856877551,0.9310344827479191,0.4320987654267642,Slight Growth
520 Suomenlinna,2.0,9.0,5.0,4.0,138.0,138.0,0.0,16.0,17.0,-1.0,122.0,121.0,1.0,2009,sub_area,1.79999999964,0.0,-999999999.9999999,Slight Growth
103 Kampinmalmi,672.0,359.0,182.0,177.0,7882.0,7366.0,516.0,2804.0,2033.0,771.0,5078.0,5333.0,-255.0,2009,sub_area,1.9725274725166346,0.7445887445876701,1.4941860465087322,Strong Growth
040 Kamppi,357.0,140.0,70.0,70.0,3382.0,3087.0,295.0,1240.0,840.0,400.0,2142.0,2247.0,-105.0,2009,sub_area,1.9999999999714284,0.8082191780799775,1.3559322033852341,Moderate Growth
130 Etu-Töölö,314.0,166.0,92.0,74.0,3612.0,3358.0,254.0,1283.0,907.0,376.0,2329.0,2451.0,-122.0,2009,sub_area,1.804347826067344,0.7743902439000782,1.4803149606240933,Moderate Growth
201 Ruoholahti,-24.0,34.0,9.0,25.0,521.0,565.0,-44.0,173.0,178.0,-5.0,348.0,387.0,-39.0,2009,sub_area,3.7777777773580246,0.6376811594110481,-0.113636363633781,Slight Decline
203 Jätkäsaari,25.0,19.0,10.0,9.0,361.0,350.0,11.0,108.0,107.0,1.0,253.0,243.0,10.0,2009,sub_area,1.89999999981,0.5499999999725,0.09090909090082644,Slight Growth
104 Taka-Töölö,122.0,170.0,121.0,49.0,3551.0,3466.0,85.0,1230.0,908.0,322.0,2321.0,2558.0,-237.0,2009,sub_area,1.4049586776743392,0.6343283582042215,3.7882352940730795,Moderate Growth
140 Taka-Töölö,122.0,170.0,121.0,49.0,3551.0,3466.0,85.0,1230.0,908.0,322.0,2321.0,2558.0,-237.0,2009,sub_area,1.4049586776743392,0.6343283582042215,3.7882352940730795,Moderate Growth
105 Lauttasaari,360.0,279.0,129.0,150.0,3904.0,3696.0,208.0,1371.0,1231.0,140.0,2533.0,2465.0,68.0,2009,sub_area,2.1627906976576527,0.5810055865905559,0.6730769230736872,Moderate Growth
310 Lauttasaari,360.0,279.0,129.0,150.0,3904.0,3696.0,208.0,1371.0,1231.0,140.0,2533.0,2465.0,68.0,2009,sub_area,2.1627906976576527,0.5810055865905559,0.6730769230736872,Moderate Growth
2 Läntinen suurpiiri,633.0,1116.0,859.0,257.0,21232.0,20846.0,386.0,7638.0,6699.0,939.0,13594.0,14147.0,-553.0,2009,major_district,1.2991850989507576,0.6003110419897352,2.43264248704033,Strong Growth
201 Reijola,32.0,167.0,139.0,28.0,3641.0,3629.0,12.0,1210.0,948.0,262.0,2431.0,2681.0,-250.0,2009,sub_area,1.2014388489122199,0.29999999999250004,21.833333331513888,Slight Growth
150 Meilahti,10.0,86.0,51.0,35.0,1643.0,1667.0,-24.0,554.0,441.0,113.0,1089.0,1226.0,-137.0,2009,sub_area,1.6862745097708576,0.4067796610100546,4.708333333137153,Slight Growth
160 Ruskeasuo,-4.0,62.0,66.0,-4.0,1600.0,1594.0,6.0,499.0,390.0,109.0,1101.0,1204.0,-103.0,2009,sub_area,0.9393939393797061,0.59999999994,18.16666666363889,Slight Decline
180 Laakso,26.0,19.0,22.0,-3.0,398.0,368.0,30.0,157.0,117.0,40.0,241.0,251.0,-10.0,2009,sub_area,0.8636363635971074,0.909090909063361,1.3333333332888888,Slight Growth
202 Munkkiniemi,246.0,181.0,183.0,-2.0,3261.0,3001.0,260.0,1176.0,951.0,225.0,2085.0,2050.0,35.0,2009,sub_area,0.9890710382459614,0.9923664122099528,0.865384615381287,Moderate Growth
301 Vanha Munkkiniemi,194.0,88.0,100.0,-12.0,1659.0,1442.0,217.0,550.0,413.0,137.0,1109.0,1029.0,80.0,2009,sub_area,0.8799999999911999,0.9475982532709712,0.6313364055270445,Moderate Growth
302 Kuusisaari,-22.0,5.0,6.0,-1.0,53.0,74.0,-21.0,18.0,33.0,-15.0,35.0,41.0,-6.0,2009,sub_area,0.8333333331944445,0.9545454545020661,-0.7142857142517007,Slight Decline
303 Lehtisaari,11.0,11.0,12.0,-1.0,193.0,183.0,10.0,81.0,52.0,29.0,112.0,131.0,-19.0,2009,sub_area,0.9166666665902777,0.9090909090082645,2.89999999971,Slight Growth
304 Munkkivuori,55.0,56.0,50.0,6.0,868.0,817.0,51.0,314.0,275.0,39.0,554.0,542.0,12.0,2009,sub_area,1.1199999999776,0.894736842089566,0.764705882337947,Slight Growth
305 Niemenmäki,3.0,8.0,11.0,-3.0,276.0,270.0,6.0,136.0,97.0,39.0,140.0,173.0,-33.0,2009,sub_area,0.7272727272066115,0.6666666665925925,6.499999998916667,Slight Growth
306 Talinranta,5.0,13.0,4.0,9.0,212.0,215.0,-3.0,77.0,81.0,-4.0,135.0,134.0,1.0,2009,sub_area,3.2499999991875,0.24999999997916666,-1.3333333328888888,Slight Growth
203 Haaga,101.0,248.0,281.0,-33.0,6148.0,6015.0,133.0,2185.0,1890.0,295.0,3963.0,4125.0,-162.0,2009,sub_area,0.8825622775769304,0.8012048192722819,2.218045112765278,Moderate Growth
291 Etelä-Haaga,53.0,127.0,105.0,22.0,3091.0,3063.0,28.0,1171.0,929.0,242.0,1920.0,2134.0,-214.0,2009,sub_area,1.2095238095122902,0.5599999999888,8.64285714254847,Slight Growth
292 Kivihaka,0.0,11.0,7.0,4.0,172.0,169.0,3.0,65.0,56.0,9.0,107.0,113.0,-6.0,2009,sub_area,1.5714285712040816,0.4285714285102041,2.999999999,Slight Decline
293 Pohjois-Haaga,30.0,76.0,114.0,-38.0,2008.0,1953.0,55.0,674.0,618.0,56.0,1334.0,1335.0,-1.0,2009,sub_area,0.6666666666608186,0.5913978494560065,1.0181818181633058,Slight Growth
294 Lassila,18.0,34.0,55.0,-21.0,877.0,830.0,47.0,275.0,287.0,-12.0,602.0,543.0,59.0,2009,sub_area,0.6181818181705786,0.6911764705780709,-0.2553191489307379,Slight Growth
204 Pitäjänmäki,131.0,188.0,105.0,83.0,3021.0,2983.0,38.0,1116.0,1096.0,20.0,1905.0,1887.0,18.0,2009,sub_area,1.7904761904591382,0.31404958677426403,0.5263157894598338,Moderate Growth
320 Konala,-21.0,53.0,28.0,25.0,835.0,886.0,-51.0,327.0,376.0,-49.0,508.0,510.0,-2.0,2009,sub_area,1.8928571427895409,0.6710526315701177,-0.9607843137066514,Slight Decline
461 Pajamäki,5.0,19.0,19.0,0.0,357.0,347.0,10.0,142.0,138.0,4.0,215.0,209.0,6.0,2009,sub_area,0.9999999999473684,0.9999999999,0.39999999996,Slight Growth
462 Tali,6.0,22.0,5.0,17.0,216.0,230.0,-14.0,56.0,67.0,-11.0,160.0,163.0,-3.0,2009,sub_area,4.39999999912,0.4516129032112383,-0.7857142856581633,Slight Growth
463 Reimarla,66.0,48.0,36.0,12.0,1067.0,1015.0,52.0,421.0,369.0,52.0,646.0,646.0,0.0,2009,sub_area,1.3333333332962964,0.8124999999873046,0.9999999999807693,Slight Growth
464 Marttila,-1.0,1.0,1.0,0.0,36.0,37.0,-1.0,14.0,7.0,7.0,22.0,30.0,-8.0,2009,sub_area,0.9999999989999999,0.9999999989999999,6.999999992999999,Slight Decline
465 Pitäjänmäen teoll.,76.0,45.0,16.0,29.0,510.0,468.0,42.0,156.0,139.0,17.0,354.0,329.0,25.0,2009,sub_area,2.812499999824219,0.5915492957663162,0.4047619047522676,Slight Growth
205 Kaarela,123.0,332.0,151.0,181.0,5161.0,5218.0,-57.0,1951.0,1814.0,137.0,3210.0,3404.0,-194.0,2009,sub_area,2.198675496674181,0.23949579831832146,2.4035087718876578,Moderate Growth
331 Kannelmäki,81.0,137.0,96.0,41.0,2551.0,2515.0,36.0,938.0,856.0,82.0,1613.0,1659.0,-46.0,2009,sub_area,1.4270833333184678,0.46753246752639566,2.2777777777145065,Slight Growth
332 Maununneva,66.0,31.0,12.0,19.0,252.0,204.0,48.0,65.0,49.0,16.0,187.0,155.0,32.0,2009,sub_area,2.5833333331180555,0.7164179104370684,0.3333333333263889,Slight Growth
333 Malminkartano,-40.0,125.0,29.0,96.0,1927.0,2057.0,-130.0,796.0,761.0,35.0,1131.0,1296.0,-165.0,2009,sub_area,4.310344827437574,0.5752212389355079,0.26923076922869826,Slight Decline
334 Hakuninmaa,19.0,36.0,14.0,22.0,427.0,432.0,-5.0,151.0,144.0,7.0,276.0,288.0,-12.0,2009,sub_area,2.571428571244898,0.18518518517832647,1.3999999997199999,Slight Growth
335 Kuninkaantammi,-3.0,3.0,,3.0,4.0,10.0,-6.0,1.0,4.0,-3.0,3.0,6.0,-3.0,2009,sub_area,,0.6666666665925925,-0.49999999991666666,Slight Decline
3 Keskinen suurpiiri,1884.0,797.0,693.0,104.0,21739.0,19941.0,1798.0,6799.0,4822.0,1977.0,14940.0,15119.0,-179.0,2009,major_district,1.1500721500704905,0.9453207150363063,1.0995550611784763,Strong Growth
301 Kallio,230.0,204.0,217.0,-13.0,7697.0,7454.0,243.0,2665.0,1781.0,884.0,5032.0,5673.0,-641.0,2009,sub_area,0.9400921658942853,0.9492187499962922,3.6378600822895564,Moderate Growth
100 Sörnäinen,65.0,67.0,53.0,14.0,1967.0,1919.0,48.0,658.0,478.0,180.0,1309.0,1441.0,-132.0,2009,sub_area,1.2641509433723745,0.7741935483746099,3.7499999999218754,Slight Growth
111 Siltasaari,-51.0,24.0,21.0,3.0,527.0,580.0,-53.0,188.0,127.0,61.0,339.0,453.0,-114.0,2009,sub_area,1.142857142802721,0.946428571411671,1.1509433962046993,Slight Decline
112 Linjat,152.0,62.0,100.0,-38.0,2870.0,2688.0,182.0,1037.0,669.0,368.0,1833.0,2019.0,-186.0,2009,sub_area,0.6199999999938,0.827272727268967,2.021978021966912,Moderate Growth
113 Torkkelinmäki,64.0,51.0,43.0,8.0,2333.0,2267.0,66.0,782.0,507.0,275.0,1551.0,1760.0,-209.0,2009,sub_area,1.1860465116003247,0.8918918918798393,4.166666666603535,Slight Growth
302 Alppiharju,135.0,87.0,102.0,-15.0,3653.0,3484.0,169.0,1235.0,889.0,346.0,2418.0,2595.0,-177.0,2009,sub_area,0.852941176462226,0.9184782608645735,2.0473372780943944,Moderate Growth
121 Harju,58.0,50.0,66.0,-16.0,2403.0,2308.0,95.0,830.0,587.0,243.0,1573.0,1721.0,-148.0,2009,sub_area,0.7575757575642791,0.8558558558481454,2.55789473681518,Slight Growth
122 Alppila,77.0,37.0,36.0,1.0,1250.0,1176.0,74.0,405.0,302.0,103.0,845.0,874.0,-29.0,2009,sub_area,1.0277777777492285,0.9866666666535111,1.3918918918730825,Slight Growth
303 Vallila,950.0,135.0,118.0,17.0,3992.0,3070.0,922.0,1063.0,787.0,276.0,2929.0,2283.0,646.0,2009,sub_area,1.144067796600474,0.9818956336517765,0.2993492407805864,Strong Growth
210 Hermanni,708.0,48.0,42.0,6.0,1563.0,868.0,695.0,346.0,223.0,123.0,1217.0,645.0,572.0,2009,sub_area,1.1428571428299321,0.9914407988573589,0.17697841726593241,Strong Growth
220 Vallila,242.0,87.0,76.0,11.0,2429.0,2202.0,227.0,717.0,564.0,153.0,1712.0,1638.0,74.0,2009,sub_area,1.1447368420902009,0.9537815126010346,0.6740088105697181,Moderate Growth
304 Pasila,108.0,90.0,70.0,20.0,1919.0,1838.0,81.0,642.0,450.0,192.0,1277.0,1388.0,-111.0,2009,sub_area,1.2857142856959183,0.8019801980118616,2.3703703703411065,Moderate Growth
171 Länsi-Pasila,117.0,40.0,24.0,16.0,1018.0,923.0,95.0,335.0,207.0,128.0,683.0,716.0,-33.0,2009,sub_area,1.6666666665972223,0.8558558558481454,1.3473684210384487,Moderate Growth
173 Itä-Pasila,-5.0,48.0,44.0,4.0,871.0,882.0,-11.0,304.0,239.0,65.0,567.0,643.0,-76.0,2009,sub_area,1.0909090908842975,0.7333333332844444,5.909090908553719,Slight Decline
174 Keski-Pasila,-4.0,2.0,2.0,0.0,30.0,33.0,-3.0,3.0,4.0,-1.0,27.0,29.0,-2.0,2009,sub_area,0.9999999995,0.9999999996666666,-0.3333333332222222,Slight Decline
305 Vanhakaupunki,461.0,281.0,186.0,95.0,4478.0,4095.0,383.0,1194.0,915.0,279.0,3284.0,3180.0,104.0,2009,sub_area,1.5107526881639208,0.8012552301238468,0.7284595300242077,Moderate Growth
231 Toukola,7.0,22.0,18.0,4.0,274.0,271.0,3.0,76.0,48.0,28.0,198.0,223.0,-25.0,2009,sub_area,1.222222222154321,0.4285714285102041,9.333333330222223,Slight Growth
232 Arabianranta,654.0,73.0,10.0,63.0,1391.0,795.0,596.0,294.0,191.0,103.0,1097.0,604.0,493.0,2009,sub_area,7.29999999927,0.9044006069789008,0.17281879194601876,Strong Growth
240 Kumpula,-92.0,50.0,11.0,39.0,918.0,1043.0,-125.0,295.0,215.0,80.0,623.0,828.0,-205.0,2009,sub_area,4.545454545041323,0.762195121946572,0.63999999999488,Slight Decline
250 Käpylä,-116.0,93.0,109.0,-16.0,1209.0,1304.0,-95.0,288.0,270.0,18.0,921.0,1034.0,-113.0,2009,sub_area,0.8532110091664843,0.8558558558481454,0.18947368420853186,Moderate Decline
260 Koskela,3.0,40.0,34.0,6.0,638.0,640.0,-2.0,222.0,180.0,42.0,416.0,460.0,-44.0,2009,sub_area,1.176470588200692,0.24999999996875,20.9999999895,Slight Growth
270 Vanhakaupunki,5.0,3.0,4.0,-1.0,48.0,42.0,6.0,19.0,11.0,8.0,29.0,31.0,-2.0,2009,sub_area,0.7499999998125,0.8571428570204082,1.333333333111111,Slight Growth
4 Pohjoinen suurpiiri,106.0,416.0,328.0,88.0,5490.0,5449.0,41.0,1446.0,1491.0,-45.0,4044.0,3958.0,86.0,2009,major_district,1.2682926829229626,0.31782945736187734,-1.0975609755829865,Moderate Growth
401 Maunula,5.0,87.0,116.0,-29.0,1282.0,1241.0,41.0,320.0,323.0,-3.0,962.0,918.0,44.0,2009,sub_area,0.7499999999935345,0.5857142857059183,-0.07317073170553243,Slight Growth
281 Pirkkola,-16.0,1.0,3.0,-2.0,40.0,55.0,-15.0,15.0,16.0,-1.0,25.0,39.0,-14.0,2009,sub_area,0.3333333332222222,0.8823529411245675,-0.06666666666222222,Slight Decline
282 Maunula,-3.0,78.0,106.0,-28.0,1080.0,1048.0,32.0,259.0,275.0,-16.0,821.0,773.0,48.0,2009,sub_area,0.7358490565968316,0.5333333333244444,-0.49999999998437505,Slight Decline
283 Metsälä,24.0,8.0,7.0,1.0,161.0,137.0,24.0,45.0,31.0,14.0,116.0,106.0,10.0,2009,sub_area,1.1428571426938776,0.9599999999616,0.5833333333090278,Slight Growth
402 Länsi-Pakila,-1.0,58.0,47.0,11.0,585.0,596.0,-11.0,141.0,157.0,-16.0,444.0,439.0,5.0,2009,sub_area,1.2340425531652333,0.49999999997727274,-1.454545454413223,Slight Decline
341 Länsi-Pakila,-1.0,58.0,47.0,11.0,585.0,596.0,-11.0,141.0,157.0,-16.0,444.0,439.0,5.0,2009,sub_area,1.2340425531652333,0.49999999997727274,-1.454545454413223,Slight Decline
403 Tuomarinkylä,21.0,79.0,34.0,45.0,807.0,830.0,-23.0,185.0,212.0,-27.0,622.0,618.0,4.0,2009,sub_area,2.323529411696367,0.338235294112673,-1.1739130434272211,Slight Growth
351 Paloheinä,43.0,53.0,26.0,27.0,533.0,516.0,17.0,128.0,127.0,1.0,405.0,389.0,16.0,2009,sub_area,2.038461538383136,0.3863636363548554,0.0588235294083045,Slight Growth
352 Torpparinmäki,-22.0,26.0,8.0,18.0,273.0,313.0,-40.0,56.0,84.0,-28.0,217.0,229.0,-12.0,2009,sub_area,3.24999999959375,0.6896551724019025,-0.6999999999825001,Slight Decline
404 Oulunkylä,28.0,144.0,110.0,34.0,2295.0,2292.0,3.0,689.0,667.0,22.0,1606.0,1625.0,-19.0,2009,sub_area,1.3090909090790082,0.08108108107888971,7.333333330888888,Slight Growth
284 Patola,79.0,86.0,86.0,0.0,1620.0,1537.0,83.0,474.0,433.0,41.0,1146.0,1104.0,42.0,2009,sub_area,0.9999999999883721,0.9999999999879517,0.4939759036085063,Slight Growth
285 Veräjämäki,2.0,30.0,20.0,10.0,421.0,425.0,-4.0,150.0,129.0,21.0,271.0,296.0,-25.0,2009,sub_area,1.499999999925,0.2857142856938775,5.2499999986875,Slight Growth
287 Veräjälaakso,-53.0,28.0,4.0,24.0,254.0,330.0,-76.0,65.0,105.0,-40.0,189.0,225.0,-36.0,2009,sub_area,6.99999999825,0.7599999999924,-0.5263157894667589,Slight Decline
405 Itä-Pakila,53.0,48.0,21.0,27.0,521.0,490.0,31.0,111.0,132.0,-21.0,410.0,358.0,52.0,2009,sub_area,2.285714285605442,0.5344827586114744,-0.6774193548168574,Slight Growth
342 Itä-Pakila,24.0,42.0,21.0,21.0,453.0,449.0,4.0,99.0,115.0,-16.0,354.0,334.0,20.0,2009,sub_area,1.999999999904762,0.1599999999936,-3.999999999,Slight Growth
353 Tuomarinkartano,29.0,6.0,,6.0,68.0,41.0,27.0,12.0,17.0,-5.0,56.0,24.0,32.0,2009,sub_area,,0.8181818181570248,-0.18518518517832647,Slight Growth
5 Koillinen suurpiiri,1300.0,1201.0,559.0,642.0,16875.0,16249.0,626.0,4799.0,4546.0,253.0,12076.0,11703.0,373.0,2009,major_district,2.1484794275453516,0.49369085173462646,0.40415335463194224,Strong Growth
501 Latokartano,1011.0,335.0,112.0,223.0,5096.0,4310.0,786.0,1336.0,1226.0,110.0,3760.0,3084.0,676.0,2009,sub_area,2.9910714285447226,0.7789890981161754,0.13994910941458022,Strong Growth
361 Viikinranta,217.0,24.0,3.0,21.0,349.0,152.0,197.0,78.0,54.0,24.0,271.0,98.0,173.0,2009,sub_area,7.999999997333333,0.903669724766497,0.12182741116689429,Moderate Growth
362 Latokartano,818.0,168.0,7.0,161.0,2362.0,1708.0,654.0,469.0,467.0,2.0,1893.0,1241.0,652.0,2009,sub_area,23.99999999657143,0.8024539877290767,0.0030581039755304923,Strong Growth
363 Viikin tiedepuisto,27.0,7.0,,7.0,414.0,392.0,22.0,213.0,142.0,71.0,201.0,250.0,-49.0,2009,sub_area,,0.7586206896290131,3.227272727126033,Slight Growth
364 Viikinmäki,-5.0,20.0,2.0,18.0,199.0,225.0,-26.0,35.0,65.0,-30.0,164.0,160.0,4.0,2009,sub_area,9.999999995,0.5909090908956612,-1.1538461538017752,Slight Decline
383 Pihlajamäki,8.0,86.0,72.0,14.0,1383.0,1384.0,-1.0,437.0,387.0,50.0,946.0,997.0,-51.0,2009,sub_area,1.1944444444278548,0.06666666666222222,49.999999949999996,Slight Growth
386 Pihlajisto,-54.0,30.0,28.0,2.0,389.0,449.0,-60.0,104.0,111.0,-7.0,285.0,338.0,-53.0,2009,sub_area,1.0714285713903062,0.9677419354682623,-0.11666666666472222,Slight Decline
502 Pukinmäki,14.0,96.0,79.0,17.0,1542.0,1550.0,-8.0,503.0,460.0,43.0,1039.0,1090.0,-51.0,2009,sub_area,1.2151898734023394,0.3199999999872,5.374999999328125,Slight Growth
370 Pukinmäki,14.0,96.0,79.0,17.0,1542.0,1550.0,-8.0,503.0,460.0,43.0,1039.0,1090.0,-51.0,2009,sub_area,1.2151898734023394,0.3199999999872,5.374999999328125,Slight Growth
503 Malmi,279.0,328.0,173.0,155.0,4562.0,4455.0,107.0,1226.0,1167.0,59.0,3336.0,3288.0,48.0,2009,sub_area,1.8959537572144745,0.40839694656332676,0.5514018691537252,Moderate Growth
381 Ylä-Malmi,27.0,89.0,41.0,48.0,1292.0,1318.0,-26.0,403.0,388.0,15.0,889.0,930.0,-41.0,2009,sub_area,2.1707317072641286,0.35135135134660334,0.5769230769008876,Slight Growth
382 Ala-Malmi,-23.0,62.0,47.0,15.0,872.0,912.0,-40.0,248.0,224.0,24.0,624.0,688.0,-64.0,2009,sub_area,1.3191489361421458,0.7272727272595042,0.5999999999850001,Slight Decline
385 Malmin lentokenttä,-31.0,36.0,6.0,30.0,359.0,420.0,-61.0,69.0,99.0,-30.0,290.0,321.0,-31.0,2009,sub_area,5.999999999,0.6703296703223041,-0.49180327868046225,Slight Decline
391 Tapaninvainio,-51.0,64.0,52.0,12.0,852.0,916.0,-64.0,188.0,245.0,-57.0,664.0,671.0,-7.0,2009,sub_area,1.2307692307455622,0.8421052631468143,-0.8906249999860839,Slight Decline
392 Tapanila,357.0,77.0,27.0,50.0,1186.0,888.0,298.0,318.0,211.0,107.0,868.0,677.0,191.0,2009,sub_area,2.8518518517462277,0.8563218390779991,0.35906040268335887,Moderate Growth
504 Suutarila,99.0,132.0,52.0,80.0,1710.0,1688.0,22.0,531.0,425.0,106.0,1179.0,1263.0,-84.0,2009,sub_area,2.5384615384127223,0.21568627450768935,4.8181818179628095,Slight Growth
401 Siltamäki,120.0,65.0,37.0,28.0,1135.0,1042.0,93.0,410.0,295.0,115.0,725.0,747.0,-22.0,2009,sub_area,1.756756756709277,0.768595041315962,1.2365591397716498,Moderate Growth
403 Töyrynummi,-21.0,67.0,15.0,52.0,575.0,646.0,-71.0,121.0,130.0,-9.0,454.0,516.0,-62.0,2009,sub_area,4.466666666368889,0.5772357723530306,-0.1267605633784963,Slight Decline
505 Puistola,-53.0,229.0,89.0,140.0,2764.0,2966.0,-202.0,933.0,994.0,-61.0,1831.0,1972.0,-141.0,2009,sub_area,2.5730337078362577,0.5906432748520741,-0.30198019801830706,Slight Decline
402 Tapulikaupunki,-28.0,117.0,50.0,67.0,1653.0,1756.0,-103.0,602.0,624.0,-22.0,1051.0,1132.0,-81.0,2009,sub_area,2.3399999999532,0.6058823529376125,-0.21359223300763502,Slight Decline
411 Puistola,-17.0,82.0,29.0,53.0,742.0,811.0,-69.0,205.0,244.0,-39.0,537.0,567.0,-30.0,2009,sub_area,2.8275862067990487,0.5655737704871674,-0.5652173912961562,Slight Decline
412 Heikinlaakso,-5.0,29.0,10.0,19.0,365.0,391.0,-26.0,124.0,125.0,-1.0,241.0,266.0,-25.0,2009,sub_area,2.89999999971,0.5777777777649383,-0.038461538460059175,Slight Decline
506 Jakomäki,-50.0,81.0,54.0,27.0,1201.0,1280.0,-79.0,270.0,274.0,-4.0,931.0,1006.0,-75.0,2009,sub_area,1.4999999999722222,0.7452830188608935,-0.05063291139176414,Slight Decline
414 Jakomäki,-50.0,81.0,54.0,27.0,1201.0,1280.0,-79.0,270.0,274.0,-4.0,931.0,1006.0,-75.0,2009,sub_area,1.4999999999722222,0.7452830188608935,-0.05063291139176414,Slight Decline
6 Kaakkoinen suurpiiri,436.0,557.0,391.0,166.0,9054.0,8768.0,286.0,2161.0,1907.0,254.0,6893.0,6861.0,32.0,2009,major_district,1.4245524296638759,0.6327433628304585,0.8881118881087828,Moderate Growth
601 Kulosaari,35.0,34.0,51.0,-17.0,706.0,650.0,56.0,199.0,145.0,54.0,507.0,505.0,2.0,2009,sub_area,0.6666666666535949,0.7671232876607244,0.964285714268495,Slight Growth
190 Mustikkamaa-Korkea,0.0,,,,,,,,,,,,,2009,sub_area,,,,Slight Decline
420 Kulosaari,35.0,34.0,51.0,-17.0,706.0,650.0,56.0,199.0,145.0,54.0,507.0,505.0,2.0,2009,sub_area,0.6666666666535949,0.7671232876607244,0.964285714268495,Slight Growth
602 Herttoniemi,293.0,329.0,225.0,104.0,5676.0,5478.0,198.0,1371.0,1265.0,106.0,4305.0,4213.0,92.0,2009,sub_area,1.4622222222157235,0.6556291390706768,0.5353535353508315,Moderate Growth
431 Länsi-Herttoniemi,-41.0,90.0,108.0,-18.0,1810.0,1831.0,-21.0,399.0,378.0,21.0,1411.0,1453.0,-42.0,2009,sub_area,0.8333333333256172,0.5384615384477318,0.999999999952381,Slight Decline
432 Roihuvuori,143.0,105.0,61.0,44.0,1642.0,1549.0,93.0,460.0,394.0,66.0,1182.0,1155.0,27.0,2009,sub_area,1.7213114753816179,0.6788321167833662,0.7096774193472077,Moderate Growth
434 Herttoniemenranta,186.0,114.0,38.0,76.0,1930.0,1806.0,124.0,437.0,432.0,5.0,1493.0,1374.0,119.0,2009,sub_area,2.999999999921053,0.6199999999969,0.040322580644836105,Moderate Growth
440 Tammisalo,-7.0,20.0,18.0,2.0,268.0,276.0,-8.0,67.0,56.0,11.0,201.0,220.0,-19.0,2009,sub_area,1.1111111110493828,0.79999999992,1.374999999828125,Slight Decline
603 Laajasalo,108.0,194.0,115.0,79.0,2672.0,2640.0,32.0,591.0,497.0,94.0,2081.0,2143.0,-62.0,2009,sub_area,1.686956521724461,0.2882882882856911,2.9374999999082037,Moderate Growth
491 Yliskylä,82.0,119.0,103.0,16.0,1819.0,1749.0,70.0,388.0,313.0,75.0,1431.0,1436.0,-5.0,2009,sub_area,1.1553398058140258,0.8139534883626284,1.0714285714132652,Slight Growth
